Name,classification,Phylum,Class,Order,family,genus,species
FDZ058Be68dereplicatedgenomesbin115,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,QNAD01,
FDZ058Be68dereplicatedgenomesbin39,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ058Be68dereplicatedgenomesbin73,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,GCA-2725625,
FDZ058Be810dereplicatedgenomesbin114,Bacteria,Patescibacteria,Paceibacteria,UBA6257,Colwellbacteraceae,2-02-FULL-45-11,
FDZ058Be810dereplicatedgenomesbin117,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,BMS3BBIN02,
FDZ058Be810dereplicatedgenomesbin119,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,GCA-002770795,21-14-all-40-8,
FDZ058Be810dereplicatedgenomesbin137,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,DTSJ01,
FDZ058Be810dereplicatedgenomesbin149,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ058Be810dereplicatedgenomesbin151,Bacteria,UBP15,UBA6099,UBA6099,UBA6099,,
FDZ058Be810dereplicatedgenomesbin158,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ058Be810dereplicatedgenomesbin174,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ058Be810dereplicatedgenomesbin182,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA1539,,
FDZ058Be810dereplicatedgenomesbin2,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ058Be810dereplicatedgenomesbin207,Bacteria,Proteobacteria,Gammaproteobacteria,JACREF01,JACREF01,,
FDZ058Be810dereplicatedgenomesbin209,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ058Be810dereplicatedgenomesbin32,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ058Be810dereplicatedgenomesbin39,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAACFB01,
FDZ058Be810dereplicatedgenomesbin40,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,N075bin62,
FDZ058Be810dereplicatedgenomesbin47,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,JAADHD01,
FDZ058Be810dereplicatedgenomesbin51,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
FDZ058Be810dereplicatedgenomesbin54,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales_A,,,
FDZ058Be810dereplicatedgenomesbin71,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ058Be810dereplicatedgenomesbin75,Bacteria,Calditrichota,Calditrichia,Calditrichales,J004,JABFGF01,
FDZ060GBeBe1012dereplicatedgenomesbin16,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ060GBeBe1416dereplicatedgenomesbin35,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ060GBeBe1416dereplicatedgenomesbin48,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ060GBeBe1416dereplicatedgenomesbin49,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,SZUA-117,
FDZ060GBeBe1618dereplicatedgenomesbin51,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ060GBeBe1820dereplicatedgenomesbin24,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1844,
FDZ060GBeBe1820dereplicatedgenomesbin61,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ060GBeBe1820dereplicatedgenomesbin65,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,ZC4RG35,SZUA-217,
FDZ060GBeBe1820dereplicatedgenomesbin67,Bacteria,Patescibacteria,Gracilibacteria,UM-FILTER-43-11,UM-FILTER-43-11,,
FDZ060GYBk02dereplicatedgenomesbin25,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-001735895,GCA-001735895,GCA-001735895,
FDZ060HbG02dereplicatedgenomesbin28,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,,
FDZ060HbY02dereplicatedgenomesbin49,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ060HbY1214dereplicatedgenomesbin101,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ060HbY1214dereplicatedgenomesbin11,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,
FDZ060HbY1214dereplicatedgenomesbin31,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,,
FDZ060HbY1214dereplicatedgenomesbin34,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ060HbY1214dereplicatedgenomesbin56,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ060HbY1214dereplicatedgenomesbin59,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ060HbY1214dereplicatedgenomesbin64,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ060HbY1214dereplicatedgenomesbin81,Bacteria,Myxococcota,Polyangia,Polyangiales,JAFGIB01,,
FDZ060HbY1416dereplicatedgenomesbin13,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,,,
FDZ060HbY1416dereplicatedgenomesbin135,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ060HbY1416dereplicatedgenomesbin140,Bacteria,4484-113,4484-113,4484-113,JAFGCY01,,
FDZ060HbY1416dereplicatedgenomesbin149,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ060HbY1416dereplicatedgenomesbin24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,,
FDZ060HbY1416dereplicatedgenomesbin40,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7887,UBA7887,UBA7887,
FDZ060HbY1416dereplicatedgenomesbin52,Bacteria,Verrucomicrobiota,Kiritimatiellae,UBA8416,JAFGTH01,,
FDZ060HbY1416dereplicatedgenomesbin54,Bacteria,SM23-31,,,,,
FDZ060HbY1416dereplicatedgenomesbin55,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,,
FDZ060HbY1416dereplicatedgenomesbin69,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ060HbY1416dereplicatedgenomesbin81,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ060HbY1416dereplicatedgenomesbin9,Bacteria,Omnitrophota,Koll11,1-14-0-20-64-10,1-14-0-20-64-10,JACQCH01,
FDZ060HbY1416dereplicatedgenomesbin92,Bacteria,Nitrospirota,Nitrospiria,JACQBZ01,JACQBZ01,,
FDZ060HbY1618dereplicatedgenomesbin107,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Aliikangiella,
FDZ060HbY1618dereplicatedgenomesbin144,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ060HbY1618dereplicatedgenomesbin45,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Sulfurifustaceae,S146-88,
FDZ060HbY1618dereplicatedgenomesbin81,Bacteria,Patescibacteria,Gracilibacteria,UBA4473,UBA4473,,
FDZ060HbY1618dereplicatedgenomesbin82,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ060HbY1618dereplicatedgenomesbin90,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,
FDZ060HbY2426dereplicatedgenomesbin38,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ060HbY2426dereplicatedgenomesbin4,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAACFB01,
FDZ060HbY810dereplicatedgenomesbin14,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,J153,,
FDZ060NsD1dereplicatedgenomesbin52,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp002441055
FDZ060NsHhwD2dereplicatedgenomesbin82,Bacteria,Eisenbacteria,RBG-16-71-46,JABDJR01,JABDJR01,,
FDZ060NsHhwD3dereplicatedgenomesbin22,Bacteria,Acidobacteriota,UBA6911,RPQK01,,,
FDZ060RGYNs2dereplicatedgenomesbin49,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_A,
FDZ060WuYYNsdereplicatedgenomesbin102,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,SZUA-230,
FDZ060WuYYNsdereplicatedgenomesbin38,Bacteria,Acidobacteriota,Acidobacteriae,20CM-2-55-15,20CM-2-55-15,,
FDZ061WW02dereplicatedgenomesbin37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,UBA2767,
FDZ061WW1012dereplicatedgenomesbin115,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,,
FDZ061WW1012dereplicatedgenomesbin49,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ061WW1012dereplicatedgenomesbin70,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ061WW1012dereplicatedgenomesbin71,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,,
FDZ061WW1012dereplicatedgenomesbin75,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ061WW1012dereplicatedgenomesbin94,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ061WW1214dereplicatedgenomesbin101,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,,
FDZ061WW1214dereplicatedgenomesbin68,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,,
FDZ061WW1214dereplicatedgenomesbin79,Bacteria,Acidobacteriota,UBA890,UBA890,WLXD01,,
FDZ061WW2022dereplicatedgenomesbin23,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA2156,UBA2156,
FDZ061WW2022dereplicatedgenomesbin44,Bacteria,Planctomycetota,B129-G9,,,,
FDZ061WW2224dereplicatedgenomesbin1,Bacteria,Aerophobota,Aerophobia,Aerophobales,AE-B3A,AE-B3A,
FDZ061WW2426dereplicatedgenomesbin15,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ061WW2426dereplicatedgenomesbin19,Bacteria,Omnitrophota,Koll11,SKK-01,SKK-01,,
FDZ061WW2426dereplicatedgenomesbin2,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,
FDZ061WW2426dereplicatedgenomesbin20,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,,,
FDZ061WW2426dereplicatedgenomesbin29,Bacteria,Omnitrophota,Koll11,UBA1572,JABMQK01,,
FDZ061WW2426dereplicatedgenomesbin53,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA6898,,
FDZ061WW2426dereplicatedgenomesbin57,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ061WW2426dereplicatedgenomesbin98,Bacteria,Patescibacteria,ABY1,CAIXNZ01,CAIXNZ01,WJKP01,
FDZ061WW2628dereplicatedgenomesbin106,Bacteria,Patescibacteria,JACPGU01,JACPGU01,JACPGU01,,
FDZ061WW2628dereplicatedgenomesbin14,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,,
FDZ061WW2628dereplicatedgenomesbin59,Bacteria,Omnitrophota,Koll11,JABMRN01,RBG-13-46-9,,
FDZ061WW2628dereplicatedgenomesbin78,Bacteria,Planctomycetota,MHYJ01,JACQXL01,JACQZI01,,
FDZ061WW2830dereplicatedgenomesbin112,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,,,
FDZ061WW2830dereplicatedgenomesbin45,Bacteria,Sumerlaeota,,,,,
FDZ061WW2830dereplicatedgenomesbin53,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,,
FDZ061WW2830dereplicatedgenomesbin69,Bacteria,Omnitrophota,Koll11,SKK-01,SKK-01,JAHJBY01,
FDZ061WW2830dereplicatedgenomesbin8,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,,,
FDZ061WW3032dereplicatedgenomesbin62,Bacteria,Omnitrophota,Koll11,UBA10183,UBA10183,JAHIPS01,
FDZ061WW3032dereplicatedgenomesbin77,Bacteria,Patescibacteria,Gracilibacteria,UM-FILTER-43-11,UM-FILTER-43-11,,
FDZ061WW3032dereplicatedgenomesbin78,Bacteria,UBP18,UBA7526,UBA7526,UBA7526,,
FDZ061WW3234dereplicatedgenomesbin20,Bacteria,Omnitrophota,Koll11,JAFGHF01,,,
FDZ061WW3234dereplicatedgenomesbin29,Bacteria,Omnitrophota,Koll11,,,,
FDZ061WW68dereplicatedgenomesbin78,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ061WW68dereplicatedgenomesbin83,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ061WW68dereplicatedgenomesbin93,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ061WW810dereplicatedgenomesbin108,Bacteria,Elusimicrobiota,Elusimicrobia,F11,,,
FDZ061WW810dereplicatedgenomesbin110,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,
FDZ061WW810dereplicatedgenomesbin111,Bacteria,Patescibacteria,Gracilibacteria,UBA4473,UBA4473,,
FDZ061WW810dereplicatedgenomesbin117,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ061WW810dereplicatedgenomesbin12,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA2964,,
FDZ061WW810dereplicatedgenomesbin4,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,QNAD01,
FDZ061WW810dereplicatedgenomesbin40,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AAA164-E04,,
FDZ061WW810dereplicatedgenomesbin45,Bacteria,Fibrobacterota,Fibrobacteria,UBA11236,JADFYW01,,
FDZ061WW810dereplicatedgenomesbin58,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ061WW810dereplicatedgenomesbin68,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ061WW810dereplicatedgenomesbin99,Bacteria,Elusimicrobiota,Elusimicrobia,F11,F11,F11,
FDZ062GYBe1416dereplicatedgenomesbin11,Bacteria,Acidobacteriota,UBA890,UBA890,WLXD01,,
FDZ062GYBe1416dereplicatedgenomesbin16,Bacteria,Nitrospirota,Nitrospiria,SBBL01,JAADHI01,DUAG01,
FDZ062GYBe1416dereplicatedgenomesbin32,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,,
FDZ062GYBe1416dereplicatedgenomesbin4,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,,
FDZ062GYBe2628dereplicatedgenomesbin7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,,
FDZ062GYBe2830dereplicatedgenomesbin8,Bacteria,Acidobacteriota,Acidobacteriae,Acidoferrales,2-02-FULL-67-57,,
FDZ062GYBk02dereplicatedgenomesbin2,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,W1033,
FDZ062GYBk2830dereplicatedgenomesbin2,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ062GYBk2830dereplicatedgenomesbin23,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ062GYBk46dereplicatedgenomesbin101,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,,
FDZ062GYBk46dereplicatedgenomesbin107,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ062GYBk46dereplicatedgenomesbin14,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,CAIYRG01,
FDZ062GYBk46dereplicatedgenomesbin20,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,UBA4096,
FDZ062GYBk46dereplicatedgenomesbin90,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ062RGGWuYWNsNsHhwdereplicatedgenomesbin72,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ062RRR02dereplicatedgenomesbin32,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,Qipengyuania citrea
FDZ062RRR02dereplicatedgenomesbin42,Bacteria,Bdellovibrionota_E,O2-12-FULL-43-9,2-02-FULL-40-11,2-02-FULL-40-11,,
FDZ062RRR02dereplicatedgenomesbin52,Bacteria,Patescibacteria,Paceibacteria,UBA6257,Colwellbacteraceae,2-02-FULL-45-11,
FDZ062RRR02dereplicatedgenomesbin56,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Marinobacter vinifirmus
FDZ062RRR02dereplicatedgenomesbin57,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,
FDZ062RRR02dereplicatedgenomesbin61,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOI01,
FDZ062RRR02dereplicatedgenomesbin81,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychrobiaceae,Psychrobium,
FDZ062RRR1214dereplicatedgenomesbin18,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ062RRR1416dereplicatedgenomesbin22,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ062RRR1416dereplicatedgenomesbin26,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ062RRR1416dereplicatedgenomesbin29,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ062RRR1416dereplicatedgenomesbin32,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,,
FDZ062RRR1416dereplicatedgenomesbin7,Bacteria,Proteobacteria,Gammaproteobacteria,MnTg04,MnTg04,MnTg04,
FDZ062RRR1820dereplicatedgenomesbin8,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PALSA-1355,,
FDZ062RRR24dereplicatedgenomesbin14,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychrobiaceae,Psychrobium,
FDZ062RRR2426dereplicatedgenomesbin7,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,SORT01,
FDZ062RRR2830dereplicatedgenomesbin4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
FDZ062RRR2830dereplicatedgenomesbin7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ062RRR46dereplicatedgenomesbin19,Bacteria,JACPSX01,JACPSX01,,,,
FDZ062WuWR02dereplicatedgenomesbin47,Bacteria,Myxococcota_A,UBA9160,UBA9160,SMWR01,SMWR01,
FDZ062WuWR24dereplicatedgenomesbin23,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ062WuWR46dereplicatedgenomesbin7,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,UBA5704,,
FDZ062WuWW02dereplicatedgenomesbin27,Bacteria,SAR324,SAR324,SAR324,,,
FDZ062WuWW1416dereplicatedgenomesbin8,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,SCKK01,SCKK01,
FDZ062WuWW1820dereplicatedgenomesbin7,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ062WuWW24dereplicatedgenomesbin10,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ062WuWW24dereplicatedgenomesbin13,Bacteria,Proteobacteria,Alphaproteobacteria,UBA828,UBA828,PTKB01,
FDZ062WuWW46dereplicatedgenomesbin45,Bacteria,Bacteroidota,Bacteroidia,,,,
FDZ062WuWW68dereplicatedgenomesbin11,Bacteria,Bacteroidota,Bacteroidia,,,,
FDZ062WuWW68dereplicatedgenomesbin22,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ062WuWW810dereplicatedgenomesbin6,Bacteria,Bacteroidota,Bacteroidia,,,,
FDZ062WuYW02dereplicatedgenomesbin103,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ062WuYW02dereplicatedgenomesbin105,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ062WuYW02dereplicatedgenomesbin106,Bacteria,FCPU426,JAAXVQ01,,,,
FDZ062WuYW02dereplicatedgenomesbin122,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,
FDZ062WuYW02dereplicatedgenomesbin124,Bacteria,Elusimicrobiota,Elusimicrobia,F11,F11,F11,
FDZ062WuYW02dereplicatedgenomesbin126,Bacteria,Proteobacteria,Alphaproteobacteria,SHVV01,SHVV01,,
FDZ062WuYW02dereplicatedgenomesbin21,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,JABICL01,,
FDZ062WuYW02dereplicatedgenomesbin23,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,JACQAR01,
FDZ062WuYW02dereplicatedgenomesbin46,Bacteria,Spirochaetota,,,,,
FDZ062WuYW02dereplicatedgenomesbin56,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ062WuYW02dereplicatedgenomesbin60,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,UBA2337,,
FDZ062WuYW02dereplicatedgenomesbin76,Bacteria,Proteobacteria,Alphaproteobacteria,CAIVPW01,CAIVPW01,JABHVE01,
FDZ062WuYW02dereplicatedgenomesbin81,Bacteria,Proteobacteria,Alphaproteobacteria,SHVP01,SHVP01,,
FDZ062WuYW02dereplicatedgenomesbin90,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ062WuYW1012dereplicatedgenomesbin4,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,JABICL01,,
FDZ063WW02dereplicatedgenomesbin10,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,BMS3BBIN02,
FDZ063WW02dereplicatedgenomesbin137,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ063WW02dereplicatedgenomesbin146,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,,
FDZ063WW02dereplicatedgenomesbin21,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,UBA5704,,
FDZ063YBkR24dereplicatedgenomesbin46,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ064BaGW1214dereplicatedgenomesbin17,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,ZC4RG35,SZUA-217,
FDZ064BaGW1214dereplicatedgenomesbin33,Bacteria,Bdellovibrionota,Bacteriovoracia,,,,
FDZ064BaGW1214dereplicatedgenomesbin45,Bacteria,Myxococcota,Polyangia,Polyangiales,JAFGIB01,,
FDZ064BaGW1214dereplicatedgenomesbin47,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,GCA-2686765,
FDZ064BaGW1214dereplicatedgenomesbin64,Bacteria,Planctomycetota,UBA8742,UBA2392,UBA2392,,
FDZ064BaGW1214dereplicatedgenomesbin77,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ064BaGW1214dereplicatedgenomesbin78,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ064BuG02dereplicatedgenomesbin41,Bacteria,Proteobacteria,Alphaproteobacteria,SMXQ01,SMXQ01,,
FDZ064BuG10127dereplicatedgenomesbin44,Bacteria,Nitrospinota,,,,,
FDZ064BuG10127dereplicatedgenomesbin45,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ064BuG1618dereplicatedgenomesbin23,Bacteria,Planctomycetota,DG-23,,,,
FDZ064BuG1618dereplicatedgenomesbin33,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ064BuG1618dereplicatedgenomesbin4,Bacteria,Planctomycetota,,,,,
FDZ064BuG46dereplicatedgenomesbin49,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002726655,
FDZ064BuG810dereplicatedgenomesbin10,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
FDZ064GR02dereplicatedgenomesbin21,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ064GR02dereplicatedgenomesbin31,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,LZORAL124-64-63,
FDZ064GR02dereplicatedgenomesbin46,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Altibacter,
FDZ064GR02dereplicatedgenomesbin48,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAACFB01,
FDZ064GR02dereplicatedgenomesbin69,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,UBA6623,,
FDZ064GR02dereplicatedgenomesbin85,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,,
FDZ064GR02dereplicatedgenomesbin86,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002726655,
FDZ064GR1214dereplicatedgenomesbin16,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,UBA2163,
FDZ064GR1214dereplicatedgenomesbin23,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,,
FDZ064GR1214dereplicatedgenomesbin29,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ064GR1214dereplicatedgenomesbin42,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,IDS-8,
FDZ064GR1214dereplicatedgenomesbin84,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
FDZ064GR1214dereplicatedgenomesbin96,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ064GR1618dereplicatedgenomesbin25,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,UBA2126,
FDZ064RRG1012dereplicatedgenomesbin3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,,
FDZ064RRG46dereplicatedgenomesbin111,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,JAABUE01,
